"Pathosystem","Strain","HostGeno","Replicate","BacGrowth"
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac031",3.381336755
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac031",3.752947825
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac031",3.211585674
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac031",3.462641695
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac031",4.605732694
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac031",4.08030676
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac031",4.192280519
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac031",3.96380119
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac031",3.211585674
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac031",4.053977821
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac031",3.548827842
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac031",4.053977821
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac031",3.462641695
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac031",4.08030676
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac031",4.192280519
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac031",4.929039084
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac031",4.281221602
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac031",3.381336755
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac031",2.548827842
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac031",3.355007816
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac031",4.014210694
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac031",3.440922445
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac031",4.128611439
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac031",3.628009089
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac031",4.752947825
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac031",4.724919102
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac031",4.128611439
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac031",3.381336755
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac031",3.565861182
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac031",3.845493033
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac031",3.813645665
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac031",3.656037812
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac031",4.192280519
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac031",4.247797847
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac031",4.105130343
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac031",4.613285832
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac031",3.574133708
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac031",3.789377091
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac031",3.548827842
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac031",4.649198388
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac031",4.264831186
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac031",4.247797847
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac031",4.105130343
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac031",4.172077133
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac031",3.355007816
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac031",3.891250523
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac031",4.891250523
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac031",4.849857838
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac031",4.462641695
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac031",4.995985874
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac031",5.025949097
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac031",5.192280519
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac031",4.694955878
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac031",5.429641435
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac031",4.891250523
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac031",5.628009089
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac031",4.995985874
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac031",4.503070352
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac031",4.995985874
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac031",4.393925883
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac031",4.473107129
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac031",4.247797847
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac031",4.493310515
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac031",4.995985874
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac031",4.150887834
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac031",3.429641435
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac031",4.105130343
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac031",4.774137124
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac031",3.96380119
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac031",4.548827842
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac031",4.804100348
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac031",4.605732694
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac031",6.025949097
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac031",5.752947825
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac031",4.128611439
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac031",3.995985874
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac031",4.150887834
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac031",4.503070352
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac031",4.804100348
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac031",4.891250523
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac031",5.172077133
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac031",5.51261567
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac031",5.192280519
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac031",5.598045865
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac031",4.891250523
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac031",4.752947825
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac031",5.995985874
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac031",5.418059562
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac031",5.440922445
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac031",5.312255836
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac031",5.08030676
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac031",4.995985874
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac031",4.995985874
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac031",5.605732694
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac031",5.628009089
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac031",5.96380119
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac031",4.51261567
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac031",5.312255836
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac031",4.451917829
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac031",4.582251598
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac031",4.804100348
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac031",4.08030676
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac031",5.503070352
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac031",5.694955878
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac031",5.995985874
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac031",5.462641695
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac031",4.557428014
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac031",5.025949097
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac031",5.381336755
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac031",5.929039084
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac031",5.565861182
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac031",4.493310515
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac031",4.713180698
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac031",5.211585674
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac031",4.628009089
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac031",3.849857838
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac031",4.995985874
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac031",5.08030676
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac031",5.172077133
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac031",5.355007816
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac031",6.590220528
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac031",6.437568803
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac031",6.341219532
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac031",6.264831186
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac031",6.355007816
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac031",6.418059562
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac031",6.406160339
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac031",6.264831186
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac031",6.682366751
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac031",6.574133708
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac031",6.08030676
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac031",6.192280519
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac031",5.341219532
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac031",5.598045865
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac031",6.23006908
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac031",5.929039084
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac031",5.724919102
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac031",5.701116187
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac031",4.628009089
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac031",4.493310515
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac031",3.628009089
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac031",2.150887834
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac031",4.849857838
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac031",5.172077133
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac028",4.628009089
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac028",4.473107129
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac028",5.381336755
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac028",4.548827842
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac028",4.297015869
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac028",4.23006908
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac028",4.462641695
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac028",5.025949097
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac028",4.493310515
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac028",4.675932641
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac028",5.96380119
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac028",5.462641695
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac028",4.393925883
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac028",4.995985874
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac028",4.172077133
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac028",4.747484929
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac028",4.418059562
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac028",4.605732694
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac028",4.172077133
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac028",3.531099076
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac028",3.247797847
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac028",3.574133708
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac028",4.406160339
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac028",4.763671691
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac028",5.326979093
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac028",5.264831186
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac028",5.23006908
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac028",5.23006908
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac028",5.503070352
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac028",4.96380119
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac028",4.96380119
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac028",5.355007816
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac028",5.192280519
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac028",5.355007816
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac028",5.849857838
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac028",5.053977821
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac028",5.368371778
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac028",6.150887834
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac028",5.355007816
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac028",5.150887834
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac028",4.628009089
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac028",2.150887834
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac028",5.381336755
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac028",5.929039084
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac028",5.281221602
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac028",5.565861182
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac028",5.483326294
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac028",5.598045865
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac028",6.025949097
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac028",6.297015869
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac028",6.483326294
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac028",6.473107129
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac028",6.503070352
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac028",6.440922445
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac028",6.150887834
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac028",6.849857838
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac028",5.406160339
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac028",6.105130343
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac028",6.053977821
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac028",5.96380119
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac028",5.128611439
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac028",5.707190335
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac028",6.08030676
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac028",5.557428014
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac028",5.312255836
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac028",5.393925883
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac028",5.381336755
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac028",5.675932641
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac028",4.995985874
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac028",5.23006908
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac028",5.355007816
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac028",5.429641435
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac028",5.341219532
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac028",5.429641435
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac028",5.929039084
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac028",5.849857838
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac028",6.025949097
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac028",5.381336755
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac028",5.355007816
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac028",5.483326294
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac028",6.565861182
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac028",6.128611439
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac028",6.688706929
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac028",6.682366751
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac028",6.192280519
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac028",6.635187673
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac028",6.312255836
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac028",6.211585674
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac028",6.105130343
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac028",6.128611439
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac028",6.025949097
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac028",6.150887834
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac028",6.381336755
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac028",6.264831186
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac028",6.172077133
