"Pathosystem","Strain","HostGeno","Replicate","BacGrowth"
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac028",6.192280519
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac028",4.635187673
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac028",6.211585674
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac028",4.128611439
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac028",6.368371778
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac028",4.557428014
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac028",4.849857838
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac028",4.172077133
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac028",5.688706929
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac028",7.35906036
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac028",6.418059562
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac028",5.96380119
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac028",6.053977821
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac028",6.297015869
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac028",5.995985874
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac028",5.96380119
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac028",6.393925883
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac028",6.025949097
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac028",6.08030676
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac028",6.053977821
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac028",6.440922445
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac028",6.128611439
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac028",6.326979093
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac028",6.393925883
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac028",6.247797847
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac028",7.211585674
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac028",7.194250112
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac028",6.531099076
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac028",6.841083914
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac028",6.883281594
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac028",5.929039084
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac028",6.789377091
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac028",6.326979093
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac028",6.053977821
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac028",6.548827842
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac028",6.281221602
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac028",6.211585674
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac028",5.891250523
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac028",6.473107129
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac028",6.192280519
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac028",6.297015869
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac028",5.557428014
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac028",4.96380119
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac028",5.172077133
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac028",5.381336755
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac028",5.473107129
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac028",4.540053918
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac028",4.51261567
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac028",4.574133708
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac025",4.483326294
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac025",4.393925883
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac025",3.929039084
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac025",4.192280519
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac025",4.493310515
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac025",4.297015869
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac025",4.628009089
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac025",4.429641435
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac025",4.451917829
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac025",5.62070985
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac025",4.451917829
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac025",4.752947825
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac025",5.368371778
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac025",5.053977821
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac025",5.598045865
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac025",4.694955878
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac025",5.694955878
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac025",4.995985874
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac025",4.96380119
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac025",5.752947825
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac025",5.62070985
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac025",5.849857838
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac025",5.929039084
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac025",5.521955696
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac025",4.747484929
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac025",4.605732694
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac025",4.493310515
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac025",4.694955878
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac025",4.694955878
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac025",4.752947825
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac025",4.473107129
"Pto-AvrRpt2_pad4-1","Pto-AvrRpt2","pad4-1","Bac025",4.789377091
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac025",5.08030676
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac025",5.393925883
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac025",4.929039084
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac025",5.393925883
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac025",5.025949097
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac025",5.211585674
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac025",4.662771195
"Pto-AvrRpt2_sid2-2","Pto-AvrRpt2","sid2-2","Bac025",5.23006908
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac025",4.96380119
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac025",5.521955696
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac025",4.628009089
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac025",4.96380119
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac025",5.192280519
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac025",5.326979093
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac025",5.565861182
"Pto-AvrRpt2_dde2-2 ein2-1","Pto-AvrRpt2","dde2-2 ein2-1","Bac025",4.150887834
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac025",5.804100348
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac025",6.025949097
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac025",5.548827842
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac025",6.128611439
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac025",6.150887834
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac025",6.211585674
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac025",5.752947825
"Pto-AvrRpt2_dde2-2 pad4-1","Pto-AvrRpt2","dde2-2 pad4-1","Bac025",5.995985874
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac025",5.628009089
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac025",5.393925883
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac025",5.662771195
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac025",5.053977821
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac025",5.493310515
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac025",5.574133708
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac025",5.406160339
"Pto-AvrRpt2_dde2-2 sid2-2","Pto-AvrRpt2","dde2-2 sid2-2","Bac025",5.406160339
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac025",5.281221602
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac025",5.192280519
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac025",5.053977821
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac025",4.393925883
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac025",4.849857838
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac025",5.393925883
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac025",5.150887834
"Pto-AvrRpt2_ein2-1 pad4-1","Pto-AvrRpt2","ein2-1 pad4-1","Bac025",5.172077133
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac025",4.995985874
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac025",5.264831186
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac025",4.804100348
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac025",5.531099076
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac025",5.642249528
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac025",5.128611439
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac025",4.929039084
"Pto-AvrRpt2_ein2-1 sid2-2","Pto-AvrRpt2","ein2-1 sid2-2","Bac025",5.247797847
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac025",5.628009089
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac025",5.752947825
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac025",6.662771195
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac025",5.891250523
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac025",6.053977821
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac025",6.406160339
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac025",5.694955878
"Pto-AvrRpt2_pad4-1 sid2-2","Pto-AvrRpt2","pad4-1 sid2-2","Bac025",6.393925883
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac025",5.656037812
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac025",5.804100348
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac025",5.694955878
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac025",5.548827842
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac025",5.804100348
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac025",5.804100348
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac025",5.635187673
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1","Bac025",5.849857838
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac025",5.548827842
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac025",5.297015869
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac025",5.312255836
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac025",6.053977821
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac025",5.995985874
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac025",5.312255836
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac025",4.849857838
"Pto-AvrRpt2_dde2-2 ein2-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 sid2-2","Bac025",5.247797847
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac025",5.548827842
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac025",5.891250523
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac025",6.172077133
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac025",5.605732694
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac025",5.849857838
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac025",5.752947825
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac025",5.929039084
"Pto-AvrRpt2_dde2-2 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 pad4-1 sid2-2","Bac025",6.211585674
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac025",5.995985874
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac025",6.211585674
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac025",5.804100348
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac025",5.995985874
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac025",5.451917829
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac025",5.849857838
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac025",6.053977821
"Pto-AvrRpt2_ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","ein2-1 pad4-1 sid2-2","Bac025",5.548827842
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac025",6.574133708
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac025",6.341219532
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac025",6.23006908
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac025",6.326979093
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac025",6.297015869
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac025",6.574133708
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac025",6.540053918
"Pto-AvrRpt2_dde2-2 ein2-1 pad4-1 sid2-2","Pto-AvrRpt2","dde2-2 ein2-1 pad4-1 sid2-2","Bac025",6.565861182
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac025",6.247797847
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac025",6.418059562
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac025",6.381336755
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac025",6.355007816
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac025",6.540053918
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac025",6.341219532
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac025",6.540053918
"Pto-AvrRpt2_rpm1-3 rps2-101C","Pto-AvrRpt2","rpm1-3 rps2-101C","Bac025",6.429641435
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac025",5.521955696
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac025",5.752947825
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac025",5.297015869
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac025",5.381336755
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac025",5.503070352
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac025",5.473107129
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac025",5.582251598
"Pto-AvrRpt2_npr1-1","Pto-AvrRpt2","npr1-1","Bac025",5.662771195
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac059",4.150887834
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac059",4.23006908
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac059",4.128611439
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac059",4.23006908
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac059",4.548827842
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac059",4.312255836
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac059",3.995985874
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac059",4.741952441
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac059",3.929039084
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac059",4.326979093
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac059",4.440922445
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac059",4.105130343
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac059",3.768935931
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac059",3.929039084
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac059",3.849857838
"Pto-AvrRpt2_Col-0","Pto-AvrRpt2","Col-0","Bac059",3.628009089
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac059",4.247797847
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac059",4.891250523
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac059",4.355007816
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac059",4.752947825
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac059",4.694955878
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac059",4.326979093
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac059",4.393925883
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac059",4.192280519
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac059",4.341219532
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac059",4.025949097
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac059",4.79434051
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac059",4.662771195
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac059",4.503070352
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac059",4.069965926
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac059",4.211585674
"Pto-AvrRpt2_dde2-2","Pto-AvrRpt2","dde2-2","Bac059",4.053977821
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac059",4.08030676
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac059",3.451917829
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac059",4.01122584
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac059",3.694955878
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac059",4.574133708
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac059",3.929039084
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac059",3.628009089
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac059",4.105130343
"Pto-AvrRpt2_ein2-1","Pto-AvrRpt2","ein2-1","Bac059",4.341219532
